Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,MSRP,Avg. MPG
Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30800,21.5
Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32550,21.0
Hyundai,Santa Fe,2017,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,39400,20.0
GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,29215,14.0
GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,all wheel drive,3.0,Midsize,Cargo Van,32760,15.0
GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,33420,14.0
GMC,Savana Cargo,2014,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,27710,16.5
GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,32535,14.0
GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,31075,14.0
GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,32875,14.0
GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,31415,14.0
GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,29555,14.0
GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,33760,14.0
GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,32455,13.5
GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,33915,13.5
GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,34800,13.5
GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,30595,13.5
GMC,Savana,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,30970,15.0
GMC,Savana,2014,flex-fuel (unleaded/E85),280.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,36030,14.0
GMC,Savana,2014,flex-fuel (unleaded/E85),280.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,31865,14.0
GMC,Savana,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,all wheel drive,3.0,Midsize,Passenger Van,34525,15.0
GMC,Savana,2014,flex-fuel (unleaded/E85),280.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,34160,14.0
GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,36355,14.0
GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,34015,14.0
GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,35915,14.0
GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,36700,14.0
GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,32190,14.0
GMC,Savana,2015,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,34485,14.0
GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,32990,13.5
GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,37155,13.5
GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,37500,13.5
GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,35285,13.5
GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,36715,13.5
GMC,Savana,2016,flex-fuel (unleaded/E85),285.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,34815,13.5
Lexus,SC 300,1998,regular unleaded,225.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,3211,19.5
Lexus,SC 300,1999,regular unleaded,225.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,3665,19.5
Lexus,SC 300,2000,regular unleaded,225.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,4024,19.5
Lexus,SC 400,1998,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,3442,20.0
Lexus,SC 400,1999,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,4031,19.5
Lexus,SC 400,2000,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,4404,19.5
Lexus,SC 430,2008,premium unleaded (required),288.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,66355,19.5
Lexus,SC 430,2009,premium unleaded (required),288.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,66805,19.5
Lexus,SC 430,2010,premium unleaded (required),288.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,68405,19.5
Hyundai,Scoupe,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000,27.5
Hyundai,Scoupe,1993,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000,26.0
Hyundai,Scoupe,1993,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000,27.5
Hyundai,Scoupe,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000,26.5
Hyundai,Scoupe,1994,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000,26.0
Hyundai,Scoupe,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000,26.5
Hyundai,Scoupe,1995,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000,26.5
Hyundai,Scoupe,1995,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000,28.5
Hyundai,Scoupe,1995,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,2000,28.5
Chrysler,Sebring,2008,regular unleaded,235.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,32715,21.0
Chrysler,Sebring,2008,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,26600,25.5
Chrysler,Sebring,2008,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24415,25.5
Chrysler,Sebring,2008,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20865,25.5
Chrysler,Sebring,2008,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,19840,25.5
Chrysler,Sebring,2008,regular unleaded,235.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28415,19.5
Chrysler,Sebring,2008,flex-fuel (unleaded/E85),186.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,29275,22.0
Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25920,25.5
Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20915,25.5
Chrysler,Sebring,2009,flex-fuel (unleaded/E85),186.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,30270,22.0
Chrysler,Sebring,2009,regular unleaded,235.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,35125,21.5
Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20515,25.5
Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,27790,24.5
Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21810,25.5
Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,23040,25.5
Chrysler,Sebring,2010,regular unleaded,235.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,32710,21.5
Chrysler,Sebring,2010,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,22115,25.5
Chrysler,Sebring,2010,flex-fuel (unleaded/E85),186.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,29210,22.0
Chrysler,Sebring,2010,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,2.0,Midsize,Convertible,27850,24.5
Chrysler,Sebring,2010,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20120,25.5
Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,36300,21.5
Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,26100,21.0
Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,32300,21.0
Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,39700,19.5
Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28300,21.0
Kia,Sedona,2016,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28500,21.0
Kia,Sedona,2016,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,26400,21.0
Kia,Sedona,2016,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,39900,19.5
Kia,Sedona,2016,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,32700,21.0
Kia,Sedona,2016,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,36400,21.5
Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,41900,19.5
Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,28850,21.0
Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,33600,21.0
Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,36900,21.5
Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,26800,21.0
Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20720,34.5
Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,17780,35.0
Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,18350,34.5
Nissan,Sentra,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16530,31.5
Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,17380,34.5
Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,19960,34.5
Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,22170,33.5
Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,20410,33.5
Nissan,Sentra,2016,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16780,31.5
Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,18550,33.5
Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,18160,35.0
Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,17760,33.5
Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21500,33.0
Nissan,Sentra,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,21990,30.0
Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,18790,33.0
Nissan,Sentra,2017,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,16990,31.0
Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,19990,33.0
Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,17990,33.0
Nissan,Sentra,2017,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,21990,29.0
Kia,Sephia,1999,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,2000,24.5
Kia,Sephia,1999,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,2000,24.5
Kia,Sephia,2000,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,2000,23.0
Kia,Sephia,2000,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,2000,23.0
Kia,Sephia,2001,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,10845,25.0
Kia,Sephia,2001,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,12445,25.0
Kia,Sephia,2001,regular unleaded,125.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,11820,23.5
Kia,Sephia,2001,regular unleaded,125.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,13420,23.5
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,64320,15.0
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,47620,15.0
Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,56580,15.0
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,61095,15.0
Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,47620,15.0
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,53355,15.0
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,56580,15.0
Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,64320,15.0
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,44395,15.0
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,61855,15.0
Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,57340,15.0
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,45325,15.0
Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,65080,15.0
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,65080,15.0
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,57340,15.0
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,48550,15.0
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,54115,15.0
Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,48550,15.0
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,48685,15.0
Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,65215,15.0
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,45460,15.0
Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,57475,15.0
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,57475,15.0
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,54250,15.0
Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,48685,15.0
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,65215,15.0
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,61990,15.0
Cadillac,Seville,2002,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,44399,20.5
Cadillac,Seville,2002,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,49705,20.5
Cadillac,Seville,2003,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,51650,20.5
Cadillac,Seville,2003,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,45535,20.5
Cadillac,Seville,2004,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,45975,20.0
Dodge,Shadow,1992,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,26.0
Dodge,Shadow,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2000,24.5
Dodge,Shadow,1992,regular unleaded,152.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,2000,21.0
Dodge,Shadow,1992,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,26.0
Dodge,Shadow,1992,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,2000,26.0
Dodge,Shadow,1992,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2000,21.0
Dodge,Shadow,1992,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,2000,26.0
Dodge,Shadow,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,2000,24.5
Dodge,Shadow,1992,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,21.0
Dodge,Shadow,1992,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2000,21.0
Dodge,Shadow,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2000,24.5
Dodge,Shadow,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,24.5
Dodge,Shadow,1993,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,26.0
Dodge,Shadow,1993,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,2000,26.0
Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,25.5
Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2000,25.5
Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,2000,25.5
Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,2000,25.5
Dodge,Shadow,1994,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,24.0
Dodge,Shadow,1994,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,2000,26.5
Dodge,Shadow,1994,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,2000,26.5
Dodge,Shadow,1994,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,2000,24.0
Ford,Shelby GT350,2015,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,61295,17.5
Ford,Shelby GT350,2015,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,47795,17.5
Ford,Shelby GT350,2016,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,61295,18.0
Ford,Shelby GT350,2016,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,47795,17.5
Ford,Shelby GT350,2017,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,61795,18.0
Ford,Shelby GT350,2017,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,54295,17.5
Ford,Shelby GT500,2012,premium unleaded (required),550.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,48810,19.0
Ford,Shelby GT500,2013,premium unleaded (required),662.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,59200,19.5
Ford,Shelby GT500,2013,premium unleaded (required),662.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,54200,19.5
Ford,Shelby GT500,2014,premium unleaded (required),662.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,55110,19.5
Ford,Shelby GT500,2014,premium unleaded (required),662.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,60110,19.5
Suzuki,Sidekick,1996,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,2000,21.5
Suzuki,Sidekick,1996,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,2000,22.5
Suzuki,Sidekick,1996,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,2000,22.5
Suzuki,Sidekick,1996,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,2000,22.5
Suzuki,Sidekick,1996,regular unleaded,95.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,2000,22.5
Suzuki,Sidekick,1996,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,2000,21.5
Suzuki,Sidekick,1997,regular unleaded,95.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,2000,22.5
Suzuki,Sidekick,1997,regular unleaded,120.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,2000,21.0
Suzuki,Sidekick,1997,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,2000,22.5
Suzuki,Sidekick,1997,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,2002,21.0
Suzuki,Sidekick,1997,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,2000,22.5
Suzuki,Sidekick,1997,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,2000,21.0
Suzuki,Sidekick,1997,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,2000,22.5
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,2000,22.5
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,2000,22.0
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,2107,21.5
Suzuki,Sidekick,1998,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,2125,21.5
Suzuki,Sidekick,1998,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,2078,21.5
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,2000,22.5
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,2019,22.0
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,2000,22.5
Suzuki,Sidekick,1998,regular unleaded,120.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,2027,21.5
Suzuki,Sidekick,1998,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,2153,21.5
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,42880,19.5
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,37400,19.5
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Passenger Minivan,40655,19.5
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,37445,21.5
